Unique ID	Name	Color	Pitch	Cost	Power	Defense	Health	Intelligence	Arcane	Types	Traits	Card Keywords	Abilities and Effects	Ability and Effect Keywords	Granted Keywords	Removed Keywords	Interacts with Keywords	Functional Text	Type Text	Card Played Horizontally	Blitz Legal	CC Legal	Silver Age Legal	Commoner Legal	LL Legal
MgKprw8PQjNKC7JDmppHh	Lyath Goldmane, Vile Savant						40	5		Reviled, Guardian, Hero			Instant	The Crowd Boos			The Crowd Boos	"The base {p} and {d} of cards you control are halved, rounded up.

**Instant** - {r}{r}, {t}: **The crowd boos** you. Defending action cards you control get +1{d} this turn.

Whenever the crowd boos you, create a Might token."	Reviled Guardian Hero		No		No	No	
MBGNCzRpfLJ6bqMpMzppm	MHz Script	Yellow	2	0						Mechanologist, Action, Item		Crank			Go again			"**Crank**

This enters the arena with a steam counter. At the start of your turn, destroy this unless you remove a steam counter from it.

Mechanologist attack action cards you control get **go again**."	Mechanologist Action - Item						
M67DjmFprnQ9rpr6wjbtG	Machinations of Dominion	Blue	3	0		3				Runeblade, Action		Go again			Overpower, Go again			"The next Runeblade attack action card you play this turn gets **overpower** and ""If you've played or created an aura this turn, this gets **go again**.""

**Go again**"	Runeblade Action				No	No	
DRLzM9pggPjG76K6pFPt7	Macho Grande	Red	1	7	10	3				Guardian, Action, Attack		Dominate						**Dominate**	Guardian Action - Attack						
rhW9zNJCfhP8RG7fHCLLH	Macho Grande	Yellow	2	7	9	3				Guardian, Action, Attack		Dominate						**Dominate**	Guardian Action - Attack						
BQQmhzNRTm7rMzD87cFqR	Macho Grande	Blue	3	7	8	3				Guardian, Action, Attack		Dominate						**Dominate**	Guardian Action - Attack						
FpCPnCGzzFrgrPpjpFP66	Madcap Charger	Red	1	1	5	3				Brute, Action, Attack		Go again						"As an additional cost to play this, discard a random card.

If the discarded card has 6 or more {p}, this gets **go again**."	Brute Action - Attack						
G7CgnmK9Wt8RNgrDFRBRW	Madcap Charger	Yellow	2	1	4	3				Brute, Action, Attack		Go again						"As an additional cost to play this, discard a random card.

If the discarded card has 6 or more {p}, this gets **go again**."	Brute Action - Attack						
THfGwNNRhtRrDpdtzFhwh	Madcap Charger	Blue	3	1	3	3				Brute, Action, Attack		Go again						"As an additional cost to play this, discard a random card.

If the discarded card has 6 or more {p}, this gets **go again**."	Brute Action - Attack						
BPLmjtD9kP7DT9mJwbkR9	Madcap Muscle	Red	1	3	6	3				Brute, Action, Attack								"As an additional cost to play this, discard a random card.

If the discarded card has 6 or more {p}, this gets +3{p}."	Brute Action - Attack						
JwfGnKbwmrTdnztBM89Wb	Madcap Muscle	Yellow	2	3	5	3				Brute, Action, Attack								"As an additional cost to play this, discard a random card.

If the discarded card has 6 or more {p}, this gets +3{p}."	Brute Action - Attack						
JDBd7rjPKpDDWWHQFRLND	Madcap Muscle	Blue	3	3	4	3				Brute, Action, Attack								"As an additional cost to play this, discard a random card.

If the discarded card has 6 or more {p}, this gets +3{p}."	Brute Action - Attack						
NgGrjfPkc9BMGcrDBKNCT	Mage Hunter Arrow	Red	1	1	5	3				Ranger, Action, Arrow, Attack			Instant					"**Instant** - Destroy this: The next time you would be dealt arcane damage this turn, prevent 3 of that damage. Activate this only while this is face-up in your arsenal.

When this hits a Runeblade or Wizard hero, you may destroy an aura they control."	Ranger Action - Arrow Attack				No	No	
T6b7mmKBRHjBq9TQwfRB7	Mage Master Boots					0				Generic, Equipment, Legs			Action	Go again	Go again			**Action** - {r}, destroy this: The next non-attack action card you play this turn gets **go again**. **Go again**	Generic Equipment - Legs						
JH8mLKJQjfKTt9Nb7Whf6	Magmatic Carapace					2				Guardian, Equipment, Chest		Guardwell						"Whenever you play an aura, you may {t} this and pay {r}. If you do, create a Seismic Surge token.

**Guardwell**"	Guardian Equipment - Chest						
W8qgQqqTzWMFFcCCzTLGg	Magrar									Merchant, Equipment, Off-Hand		Genis Specialization	Action					"**Genis Specialization**

**Action** - Destroy this: Create a Zen State and an Inertia token."	Merchant Equipment - Off-Hand		No	No	No	No	No
CwJMHg9zGWTRtRFhbWNbf	Malefic Incantation	Red	1	0		2				Runeblade, Action, Aura		Go again						"**Go again**

This enters the arena with 3 verse counters. When it has none, destroy it.

Once per turn, when you play an attack action card, remove a verse counter from this. If you do, create a Runechant token."	Runeblade Action - Aura					No	
kbTJ7t7MLfLRNprLbJQRQ	Malefic Incantation	Yellow	2	0		2				Runeblade, Action, Aura		Go again						"**Go again**

This enters the arena with 2 verse counters. When it has none, destroy it.

Once per turn, when you play an attack action card, remove a verse counter from this. If you do, create a Runechant token."	Runeblade Action - Aura					No	
9GqP669FDfnpMzmL7t7JW	Malefic Incantation	Blue	3	0		2				Runeblade, Action, Aura		Go again						"**Go again**

This enters the arena with a verse counter. When it has none, destroy it.

Once per turn, when you play an attack action card, remove a verse counter from this. If you do, create a Runechant token."	Runeblade Action - Aura					No	
rrJg7Bntjp9WzWNcnJcjw	Malice						20	4		Shadow, Necromancer, Hero, Young			Action	Go again				"**Action** - {r}, {t}: Until end of turn, you may play target zombie from your graveyard. **Go again**

Whenever a zombie you control dies, banish it face-down and create a Corrupted Corpse in your banished Zone."	Shadow Necromancer Hero - Young			No			No
cz8FPm7Rjjndfgb8jQBcT	Malice, Domina of the Dead						40	4		Shadow, Necromancer, Hero			Action	Go again				"**Action** - {r}, {t}: Until end of turn, you may play target zombie from your graveyard. **Go again**

Whenever a zombie you control dies, banish it face-down and create a Corrupted Corpse in your banished Zone."	Shadow Necromancer Hero		No		No	No	
dhMB8PhdHndJLzwgtF9t7	Malign	Red	1	0	3	3				Assassin, Action, Attack		Stealth						"**Stealth**

Damage that would be dealt by this can't be prevented."	Assassin Action - Attack						
MTrq7nz6z7Gh7wPpKRwRb	Malign	Yellow	2	0	2	3				Assassin, Action, Attack		Stealth						"**Stealth**

Damage that would be dealt by this can't be prevented."	Assassin Action - Attack						
MLtndtdrWkKgdDFD98HCp	Malign	Blue	3	0	1	3				Assassin, Action, Attack		Stealth						"**Stealth**

Damage that would be dealt by this can't be prevented."	Assassin Action - Attack						
JMqDFfwThHFWmkc7DzBWR	Malignant Migration	Red	1	0	3	2				Shadow, Necromancer, Action, Attack		Go again						"When this attacks, you may discard a zombie. If you do, put a card from your banished zone into your graveyard.

**Go again**"	Shadow Necromancer Action - Attack						
RHrh7rJjpbWwBFMHFfNqw	Malignant Migration	Yellow	2	0	2	2				Shadow, Necromancer, Action, Attack		Go again						"When this attacks, you may discard a zombie. If you do, put a card from your banished zone into your graveyard.

**Go again**"	Shadow Necromancer Action - Attack						
WL7rWTrgDmbQRMWthjQCh	Malignant Migration	Blue	3	0	1	2				Shadow, Necromancer, Action, Attack		Go again						"When this attacks, you may discard a zombie. If you do, put a card from your banished zone into your graveyard.

**Go again**"	Shadow Necromancer Action - Attack						
hnDrHbrPbqpmKb6LDdGD9	Man Overboard	Red	1	0	3	3				Pirate, Necromancer, Action, Attack		Go again						When this attacks, you may discard an ally. If you do, this gets +1{p} and **go again**.	Pirate Necromancer Action - Attack						
khhhLhCrTWF7FJzn6KMkp	Man Overboard	Yellow	2	0	2	3				Pirate, Necromancer, Action, Attack		Go again						When this attacks, you may discard an ally. If you do, this gets +1{p} and **go again**.	Pirate Necromancer Action - Attack						
wPjK8RMLkQcp7BDrTLfpc	Man Overboard	Blue	3	0	1	3				Pirate, Necromancer, Action, Attack		Go again						When this attacks, you may discard an ally. If you do, this gets +1{p} and **go again**.	Pirate Necromancer Action - Attack						
PRzqJ97HHdM6f8bLKhGzQ	Mandible Claw				3					Brute, Weapon, Claw, 1H			Once per Turn Action	Attack, Go again				"**Once per Turn Action** - {r}{r}: **Attack**

If you've discarded a card with 6 or more {p} this turn, this card's attacks get **go again**."	Brute Weapon - Claw (1H)						
q7GfHcHBpWqCbtghcpnTj	Mangle	Red	1	4	8	3				Guardian, Action, Attack		Crush						**Crush** - When this deals 4 or more damage to a hero, destroy target equipment they control with a -1{d} counter on it.	Guardian Action - Attack				No	No	
tGKpbmMLD7nkRRmzmRckm	Manifest Muscle	Blue	3	3	5	3				Mystic, Action, Attack								If you've created a card this turn, this gets +1{p}.	Mystic Action - Attack						
f8QrwNNrtgKcB8MwLRQh8	Manifestation of Miragai	Blue	3	3						Mystic, Illusionist, Instant, Aura		Ward X						"This enters the arena with two +1{p} counters. If a Chi was pitched to play this, instead this enters the arena with four +1{p} counters.

**Ward X**, where X is the number of +1{p} counters on this."	Mystic Illusionist Instant - Aura				No	No	
RbgFbTMtHzGhq8dmDLwpG	March of Loyalty	Red	1	0	4	3				Draconic, Action, Attack		Go again						If you've created a Fealty token this turn, this gets **go again**.	Draconic Action - Attack					No	
FRDf9rPtwMg7MjfK6wWNP	Mark of Lightning					0				Lightning, Equipment, Arms								Whenever a Lightning or Elemental attack you control is defended by a card from hand, you may destroy this. If you do, the attack deals 1 damage to the defending hero.	Lightning Equipment - Arms						
WCDQmHjfcPBRfrpGh9dq8	Mark of Neverest	Blue	3	0						Shadow, Necromancer, Instant, Aura		Binds						"**Binds** to an ally permanent you control.

The bound ally gets +1{p} and ""Whenever this hits a hero or dies, you may turn a card in your banished zone face-down. If you do, create a Corrupted Corpse in your banished zone."""	Shadow Necromancer Instant - Aura					No	
C8jPCtGhgHQnQLLnPzdRd	Mark of Pathstone	Blue	3	0						Shadow, Necromancer, Instant, Aura		Binds						"**Binds** to an ally permanent you control.

The bound ally gets +1{p} and ""Whenever this hits a hero or dies, gain 1{h}."""	Shadow Necromancer Instant - Aura					No	
LfctPwBM8nzQKQPmpLBRm	Mark of Ushering	Blue	3	0						Shadow, Necromancer, Instant, Aura		Binds						"**Binds** to an ally permanent you control.

The bound ally gets +1{p} and ""Whenever this hits a hero or dies, create a Gate to i'Arathael token."""	Shadow Necromancer Instant - Aura					No	
bQMPhRRzw8c6RgGK6crJn	Mark of the Beast	Yellow	2	2	6	3				Shadow, Brute, Action, Attack		Blood Debt						"If this would be put into your graveyard from anywhere, instead banish it.

**Blood Debt**"	Shadow Brute Action - Attack				No	No	
hCc9J9k6MLJPh7rgzRhwg	Mark of the Black Widow	Red	1	0	3	3				Assassin, Action, Attack		Stealth					Mark	"**Stealth**

When this hits a **marked** hero, they banish a card from their hand."	Assassin Action - Attack						
8PNj9qcfb8mnpfGwQBncz	Mark of the Black Widow	Yellow	2	0	2	3				Assassin, Action, Attack		Stealth					Mark	"**Stealth**

When this hits a **marked** hero, they banish a card from their hand."	Assassin Action - Attack						
LwCDpdzLhqfQCJNBFCMcj	Mark of the Black Widow	Blue	3	0	1	3				Assassin, Action, Attack		Stealth					Mark	"**Stealth**

When this hits a **marked** hero, they banish a card from their hand."	Assassin Action - Attack						
9JwCpdKkGbHhD6JfmK687	Mark of the Funnel Web	Red	1	0	3	3				Assassin, Action, Attack		Stealth					Mark	"**Stealth**

When this hits a **marked** hero, banish a card in their arsenal."	Assassin Action - Attack						
nDLtfLWzrmGBGbB8mFdDw	Mark of the Funnel Web	Yellow	2	0	2	3				Assassin, Action, Attack		Stealth					Mark	"**Stealth**

When this hits a **marked** hero, banish a card in their arsenal."	Assassin Action - Attack						
PPzjfmqjC76wFt8RHT8K8	Mark of the Funnel Web	Blue	3	0	1	3				Assassin, Action, Attack		Stealth					Mark	"**Stealth**

When this hits a **marked** hero, banish a card in their arsenal."	Assassin Action - Attack						
M9DL6cPLrKkmDhGpQL7Mg	Mark of the Huntsman				1					Assassin, Weapon, Dagger, 1H		Mark	Once per Turn Action	Attack, Go again			Mark	"**Once per Turn Action** - {r}{r}: **Attack**. **Go again**

When this hits a hero, you may choose to destroy this and **mark** them.

If this is attacking a **marked** hero, this gets +1{p}."	Assassin Weapon - Dagger (1H)						
qDPLzntJrMhgwd86gTN97	Mark the Prey	Red	1	0	3	3				Assassin, Action, Attack		Stealth, Mark						"**Stealth**

When this hits a hero, **mark** them."	Assassin Action - Attack						
cJwfJgPHC8M7fQgrMhKHC	Mark the Prey	Yellow	2	0	2	3				Assassin, Action, Attack		Stealth, Mark						"**Stealth**

When this hits a hero, **mark** them."	Assassin Action - Attack						
7qKwRbLbdMzcBLLJK9d6R	Mark the Prey	Blue	3	0	1	3				Assassin, Action, Attack		Stealth, Mark						"**Stealth**

When this hits a hero, **mark** them."	Assassin Action - Attack						
DcFccRh7KttKMbFkHnPqh	Mark with Magma	Red	1	1	4	3				Draconic, Ninja, Action, Attack		Go again, Mark						"If you control 2 or more Draconic chain links, this gets **go again** and ""When this hits a hero, **mark** them."""	Draconic Ninja Action - Attack						
d7MHfCqtjhKzp6cLRJQCQ	Marked											Mark						You are **marked** until an opponent hits you.							
N7PFFQLkdzRMDhzDWJWwW	Marlynn						20	4		Pirate, Ranger, Hero, Young			Action	Go again				"**Action** - {t}, destroy a Gold you control: Create a Goldfin Harpoon in your hand. **Go again**

Whenever you draw a card during your action phase, you may put an arrow from your hand face-up into your arsenal."	Pirate Ranger Hero - Young			No			No
rTNChdmHbjN7HPNJJLzCt	Marlynn, Treasure Hunter						40	4		Pirate, Ranger, Hero			Action	Go again				"**Action** - {t}, destroy a Gold you control: Create a Goldfin Harpoon in your hand. **Go again**

Whenever you draw a card during your action phase, you may put an arrow from your hand face-up into your arsenal."	Pirate Ranger Hero		No		No	No	
mTf6RCrQ8NpGBBdbC6dQj	Mask of Deceit					2				Assassin, Equipment, Head		Arakni Specialization, Blade Break					Mark	"**Arakni Specialization**

When this defends, become a random Agent of Chaos. If the attacking hero is **marked**, instead choose the Agent of Chaos.

**Blade Break**"	Assassin Equipment - Head				No	No	
WLbcgwmGhWDWgdcbdjgWt	Mask of Malicious Manifestations					1				Assassin, Ranger, Equipment, Head		Blade break	Action	Go again				"**Action** - {r}, put a card from your hand or arsenal on the bottom of your deck, destroy this: Reveal cards from the top of your deck until you reveal an attack action card. Put it into your hand, then shuffle. **Go again**

**Blade Break**"	Assassin / Ranger Equipment - Head						
7qrdPcNmtPt9HN6TQHNJR	Mask of Many Faces					1				Ninja, Equipment, Head		Blade Break	Instant					"**Instant** - {r}, destroy this: Name a card. The next attack action card you play this turn gains that name.

**Blade Break**"	Ninja Equipment - Head						
GrB8WmQjkqnGJhDBwKQtn	Mask of Momentum					2				Ninja, Equipment, Head		Blade Break	Once per Turn Effect					"Once per turn, when an attack action card you control is the third or higher chain link in a row to hit, draw a card.

**Blade Break**"	Ninja Equipment - Head				No	No	
RnjfWPNBLBd9nGR8RdhnT	Mask of Perdition					1				Assassin, Equipment, Head		Battleworn	Attack Reaction					"While this is in your graveyard, at the start of your turn, you may destroy 2 Silver you control. If you do, equip this.

**Attack Reaction** - Destroy this: Target Assassin attack action card gets ""When this hits a hero, banish the top card of their deck.""

**Battleworn**"	Assassin Equipment - Head				No	No	
qdzjnDqPpGjnHHqPgzmQC	Mask of Recurring Nightmares					2				Mystic, Assassin, Equipment, Head		Blade Break	Once per Turn Attack Reaction					"**Once per Turn Attack Reaction** - {c}{c}{c}: Target defending hero banishes a card from their hand.

**Blade Break**"	Mystic Assassin Equipment - Head				No	No	
